grid_id,target_year,target_is_hotspot,predicted_hotspot,predicted_probability_stage9,confusion_type,log_previous_count,previous_hotspot,shap_log_previous_count,shap_previous_hotspot
R057_C042,2024,0,0,5.7767006900864226e-08,True negative,0.6931471805599453,0,-5.584254444208691,-0.0024816942738633083
R102_C058,2024,0,0,5.64791947838045e-10,True negative,0.0,0,-10.21197014881389,-0.0024816942738633083
R035_C065,2024,0,0,0.0002477300319792436,True negative,1.9459101490553128,0,2.779670312392786,-0.0024816942738633083
R169_C041,2024,0,0,5.64791947838045e-10,True negative,0.0,0,-10.21197014881389,-0.0024816942738633083
R052_C048,2024,0,0,5.7767006900864226e-08,True negative,0.6931471805599453,0,-5.584254444208691,-0.0024816942738633083
R039_C098,2024,0,0,5.64791947838045e-10,True negative,0.0,0,-10.21197014881389,-0.0024816942738633083
R025_C075,2024,0,0,8.65629632656729e-07,True negative,1.0986122886681096,0,-2.8772142930162667,-0.0024816942738633083
R073_C042,2024,0,0,0.005039993971908603,True negative,2.3978952727983707,0,5.797295881761715,-0.0024816942738633083
R071_C090,2024,0,0,5.7767006900864226e-08,True negative,0.6931471805599453,0,-5.584254444208691,-0.0024816942738633083
R052_C067,2024,0,0,0.008974292080567959,True negative,2.4849066497880004,0,6.378217116194133,-0.0024816942738633083
R134_C045,2024,0,0,0.1629605820634127,True negative,2.9444389791664403,0,9.446230717173501,-0.0024816942738633083
R122_C053,2024,0,0,5.64791947838045e-10,True negative,0.0,0,-10.21197014881389,-0.0024816942738633083
R072_C060,2024,0,1,0.8858928614393123,False positive,3.49650756146648,0,13.132051737559335,-0.0024816942738633083
R041_C076,2024,0,0,0.0006039490586071061,True negative,2.079441541679836,0,3.6711769650017096,-0.0024816942738633083
