grid_id,hotspot_2020,hotspot_2021,hotspot_2022,hotspot_2023,hotspot_2024,hotspot_years,hotspot_proportion,persistence_score,persistence_category,longest_hotspot_run,early_hotspot_years,late_hotspot_years,early_hotspot_rate,late_hotspot_rate,hotspot_change_score,collision_count_2020,collision_count_2021,collision_count_2022,collision_count_2023,collision_count_2024,early_mean_collision_count,late_mean_collision_count,collision_count_change,pattern_category
R024_C081,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,4,4,3,3,1,4.0,2.0,-2.0,Never hotspot
R024_C082,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,4,14,6,14,15,9.0,14.5,5.5,Never hotspot
R024_C083,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,8,16,10,18,15,12.0,16.5,4.5,Never hotspot
R024_C084,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,14,28,22,21,23,21.0,22.0,1.0,Never hotspot
R024_C085,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,7,7,13,10,2,7.0,6.0,-1.0,Never hotspot
R024_C086,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,1,1,3,3,1.5,3.0,1.5,Never hotspot
R024_C087,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,7,5,9,1,5.0,5.0,0.0,Never hotspot
R024_C088,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,7,6,7,4,4,6.5,4.0,-2.5,Never hotspot
R024_C089,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,13,16,16,14,12,14.5,13.0,-1.5,Never hotspot
R024_C090,1,1,1,1,1,5,1.0,1.0,Persistent hotspot,5,2,2,1.0,1.0,0.0,71,50,68,72,71,60.5,71.5,11.0,Persistent
R024_C091,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,10,5,16,14,16,7.5,15.0,7.5,Never hotspot
R024_C092,0,0,0,1,1,2,0.4,0.4,Repeated hotspot,2,0,2,0.0,1.0,1.0,28,15,28,39,37,21.5,38.0,16.5,Emerging
R024_C093,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,7,10,3,10,10,8.5,10.0,1.5,Never hotspot
R024_C094,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,9,10,6,6,6.0,6.0,0.0,Never hotspot
R024_C095,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,9,10,13,7,9,9.5,8.0,-1.5,Never hotspot
R024_C096,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,3,8,8,6,2.5,7.0,4.5,Never hotspot
R024_C097,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,10,14,19,23,12,12.0,17.5,5.5,Never hotspot
R024_C098,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,4,4,5,3,3.0,4.0,1.0,Never hotspot
R024_C099,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,5,3,2,5,11,4.0,8.0,4.0,Never hotspot
R024_C100,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,10,13,10,11,8,11.5,9.5,-2.0,Never hotspot
R024_C101,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,4,9,8,9,7,6.5,8.0,1.5,Never hotspot
R024_C102,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,17,13,16,12,5,15.0,8.5,-6.5,Never hotspot
R024_C103,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,5,5,4,3,3.5,3.5,0.0,Never hotspot
R024_C104,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,8,6,10,13,9,7.0,11.0,4.0,Never hotspot
R024_C105,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,6,3,8,3,4.5,5.5,1.0,Never hotspot
R024_C106,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,4,2,4,4,3.5,4.0,0.5,Never hotspot
R024_C107,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,4,3,3,3,5,3.5,4.0,0.5,Never hotspot
R024_C108,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,1,1,2,0,0.5,1.0,0.5,Never hotspot
R024_C109,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,12,10,13,17,4,11.0,10.5,-0.5,Never hotspot
R024_C110,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,9,9,13,13,9,9.0,11.0,2.0,Never hotspot
R025_C035,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,0,2,1,1,0.0,1.0,1.0,Never hotspot
R025_C036,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,15,9,8,7,10,12.0,8.5,-3.5,Never hotspot
R025_C037,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,0,1,4,3,1.5,3.5,2.0,Never hotspot
R025_C038,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,5,6,10,7,6,5.5,6.5,1.0,Never hotspot
R025_C039,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,2,3,2,0,2.0,1.0,-1.0,Never hotspot
R025_C040,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,3,3,1,0,2.0,0.5,-1.5,Never hotspot
R025_C041,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,1,0,0,0,1.0,0.0,-1.0,Never hotspot
R025_C042,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,0,0,0,0,0.5,0.0,-0.5,Never hotspot
R025_C043,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,2,0,1,0,1.0,0.5,-0.5,Never hotspot
R025_C044,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,1,0,2,0,0.5,1.0,0.5,Never hotspot
R025_C045,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,0,1,2,1,0.0,1.5,1.5,Never hotspot
R025_C046,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,1,1,0,1,0.5,0.5,0.0,Never hotspot
R025_C047,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0.0,0.5,0.5,Never hotspot
R025_C048,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,2,0,1,0,1.0,0.5,-0.5,Never hotspot
R025_C049,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,1,0,1,3,1.0,2.0,1.0,Never hotspot
R025_C050,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,2,3,2,2,1.0,2.0,1.0,Never hotspot
R025_C051,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,5,7,9,3,2,6.0,2.5,-3.5,Never hotspot
R025_C052,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,21,26,18,25,29,23.5,27.0,3.5,Never hotspot
R025_C053,1,1,1,1,1,5,1.0,1.0,Persistent hotspot,5,2,2,1.0,1.0,0.0,34,56,43,41,51,45.0,46.0,1.0,Persistent
R025_C054,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,6,1,2,2,5,3.5,3.5,0.0,Never hotspot
R025_C055,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,7,5,3,7,4.0,5.0,1.0,Never hotspot
R025_C056,0,0,0,1,0,1,0.2,0.2,Occasional hotspot,1,0,1,0.0,0.5,0.5,15,15,21,36,14,15.0,25.0,10.0,Emerging
R025_C057,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,8,6,6,13,7,7.0,10.0,3.0,Never hotspot
R025_C058,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,3,2,0,2,1.5,1.0,-0.5,Never hotspot
R025_C059,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,7,6,7,7,4,6.5,5.5,-1.0,Never hotspot
R025_C060,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,0,0,1,2,0.5,1.5,1.0,Never hotspot
R025_C061,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,0,2,5,3,0.0,4.0,4.0,Never hotspot
R025_C062,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,1,5,5,0,1.0,2.5,1.5,Never hotspot
R025_C063,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,0,3,1,1,0.0,1.0,1.0,Never hotspot
R025_C064,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,2,5,5,2,2.0,3.5,1.5,Never hotspot
R025_C066,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,4,5,7,3,5,4.5,4.0,-0.5,Never hotspot
R025_C067,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,4,3,4,2,5,3.5,3.5,0.0,Never hotspot
R025_C068,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,6,0,6,6,4,3.0,5.0,2.0,Never hotspot
R025_C069,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,2,6,3,6,2.5,4.5,2.0,Never hotspot
R025_C070,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,7,10,8,6,11,8.5,8.5,0.0,Never hotspot
R025_C071,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,0,3,1,0,1.0,0.5,-0.5,Never hotspot
R025_C072,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,2,1,4,4,2.5,4.0,1.5,Never hotspot
R025_C073,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,1,3,6,1,2.0,3.5,1.5,Never hotspot
R025_C074,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,10,3,4,5,4,6.5,4.5,-2.0,Never hotspot
R025_C075,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,4,2,2,3,3.5,2.5,-1.0,Never hotspot
R025_C076,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,5,5,5,4,1,5.0,2.5,-2.5,Never hotspot
R025_C077,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,5,6,7,10,3,5.5,6.5,1.0,Never hotspot
R025_C078,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,0,0,2,2,0.5,2.0,1.5,Never hotspot
R025_C079,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,3,2,1,0,2.5,0.5,-2.0,Never hotspot
R025_C080,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,10,7,7,4,8,8.5,6.0,-2.5,Never hotspot
R025_C081,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,9,13,27,22,18,11.0,20.0,9.0,Never hotspot
R025_C082,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,7,9,9,13,4,8.0,8.5,0.5,Never hotspot
R025_C083,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,5,4,11,10,11,4.5,10.5,6.0,Never hotspot
R025_C084,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,10,8,17,14,8,9.0,11.0,2.0,Never hotspot
R025_C085,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,13,13,11,10,8.0,10.5,2.5,Never hotspot
R025_C086,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,2,6,4,3,2.5,3.5,1.0,Never hotspot
R025_C087,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,11,11,16,18,19,11.0,18.5,7.5,Never hotspot
R025_C088,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,11,10,15,10,11,10.5,10.5,0.0,Never hotspot
R025_C089,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,3,4,7,4,2.0,5.5,3.5,Never hotspot
R025_C090,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,13,11,9,8,12,12.0,10.0,-2.0,Never hotspot
R025_C091,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,6,11,15,12,16,8.5,14.0,5.5,Never hotspot
R025_C092,1,1,1,1,1,5,1.0,1.0,Persistent hotspot,5,2,2,1.0,1.0,0.0,154,142,191,198,189,148.0,193.5,45.5,Persistent
R025_C093,1,0,1,0,1,3,0.6,0.6,Repeated hotspot,1,1,1,0.5,0.5,0.0,37,32,39,26,46,34.5,36.0,1.5,Intermittent
R025_C094,0,0,0,1,1,2,0.4,0.4,Repeated hotspot,2,0,2,0.0,1.0,1.0,30,28,26,38,38,29.0,38.0,9.0,Emerging
R025_C095,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,12,11,9,9,12,11.5,10.5,-1.0,Never hotspot
R025_C096,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,8,3,8,9,6,5.5,7.5,2.0,Never hotspot
R025_C097,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,8,9,10,11,9,8.5,10.0,1.5,Never hotspot
R025_C098,1,1,1,1,1,5,1.0,1.0,Persistent hotspot,5,2,2,1.0,1.0,0.0,46,51,60,64,37,48.5,50.5,2.0,Persistent
R025_C099,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,4,5,7,9,5,4.5,7.0,2.5,Never hotspot
R025_C100,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,4,13,9,23,6,8.5,14.5,6.0,Never hotspot
R025_C101,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,8,5,7,8,5,6.5,6.5,0.0,Never hotspot
R025_C102,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,8,16,15,15,21,12.0,18.0,6.0,Never hotspot
R025_C103,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,9,3,9,9,3,6.0,6.0,0.0,Never hotspot
R025_C104,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,4,5,10,5,6,4.5,5.5,1.0,Never hotspot
R025_C105,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,10,9,5,8,12,9.5,10.0,0.5,Never hotspot
R025_C106,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,6,10,12,12,4.5,12.0,7.5,Never hotspot
R025_C107,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,9,10,6,13,10,9.5,11.5,2.0,Never hotspot
R025_C108,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,9,4,6,8,5,6.5,6.5,0.0,Never hotspot
R025_C109,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,21,19,19,13,14,20.0,13.5,-6.5,Never hotspot
R025_C110,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,26,29,33,18,15,27.5,16.5,-11.0,Never hotspot
R025_C111,1,1,1,1,1,5,1.0,1.0,Persistent hotspot,5,2,2,1.0,1.0,0.0,77,94,90,113,70,85.5,91.5,6.0,Persistent
R025_C112,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,11,3,2,8,7.0,5.0,-2.0,Never hotspot
R025_C113,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,0,0,2,2,0.0,2.0,2.0,Never hotspot
R026_C035,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0.5,0.0,-0.5,Never hotspot
R026_C036,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,5,0,9,4,2,2.5,3.0,0.5,Never hotspot
R026_C037,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,15,16,13,8,6,15.5,7.0,-8.5,Never hotspot
R026_C038,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,3,2,3,4,2.5,3.5,1.0,Never hotspot
R026_C039,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,3,8,3,2,2.0,2.5,0.5,Never hotspot
R026_C040,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,1,5,1,3,1.5,2.0,0.5,Never hotspot
R026_C041,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,0.5,0.5,Never hotspot
R026_C042,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,0,1,0,1,0.0,0.5,0.5,Never hotspot
R026_C043,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,0.5,0.5,Never hotspot
R026_C046,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,2,6,2,4,2.0,3.0,1.0,Never hotspot
R026_C047,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,2,1,1,3,2.5,2.0,-0.5,Never hotspot
R026_C048,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,7,6,3,5,9,6.5,7.0,0.5,Never hotspot
R026_C049,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,2,6,1,4,1.5,2.5,1.0,Never hotspot
R026_C050,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,4,0,3,3,2.0,3.0,1.0,Never hotspot
R026_C051,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,2,2,3,1,2.0,2.0,0.0,Never hotspot
R026_C052,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,4,0,0,3,1,2.0,2.0,0.0,Never hotspot
R026_C053,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,10,12,24,13,16,11.0,14.5,3.5,Never hotspot
R026_C054,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,0,2,1,0,0.0,0.5,0.5,Never hotspot
R026_C055,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,1,3,0,1,1.0,0.5,-0.5,Never hotspot
R026_C056,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,4,0,3,0,1,2.0,0.5,-1.5,Never hotspot
R026_C057,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,6,6,4,6,6,6.0,6.0,0.0,Never hotspot
R026_C058,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,5,4,5,1,2,4.5,1.5,-3.0,Never hotspot
R026_C059,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,7,20,15,15,16,13.5,15.5,2.0,Never hotspot
R026_C060,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,4,3,1,4,3.5,2.5,-1.0,Never hotspot
R026_C061,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,4,4,4,2,3.5,3.0,-0.5,Never hotspot
R026_C062,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,2,2,0,2,1.5,1.0,-0.5,Never hotspot
R026_C063,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,2,4,4,2,7,3.0,4.5,1.5,Never hotspot
R026_C064,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,9,12,17,16,15,10.5,15.5,5.0,Never hotspot
R026_C065,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,4,6,6,5,9,5.0,7.0,2.0,Never hotspot
R026_C066,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,3,3,2,2,1.5,2.0,0.5,Never hotspot
R026_C067,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,1,2,4,2,1.0,3.0,2.0,Never hotspot
R026_C068,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,12,11,16,16,16,11.5,16.0,4.5,Never hotspot
R026_C069,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,6,7,12,11,11,6.5,11.0,4.5,Never hotspot
R026_C070,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,19,30,23,20,21,24.5,20.5,-4.0,Never hotspot
R026_C071,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,11,5,7,6,1,8.0,3.5,-4.5,Never hotspot
R026_C072,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,1,1,8,5,5,1.0,5.0,4.0,Never hotspot
R026_C073,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,9,4,6,4,11,6.5,7.5,1.0,Never hotspot
R026_C074,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,15,12,16,13,11,13.5,12.0,-1.5,Never hotspot
R026_C075,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,9,6,7,6,4,7.5,5.0,-2.5,Never hotspot
R026_C076,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,5,6,13,6,16,5.5,11.0,5.5,Never hotspot
R026_C077,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,5,7,12,4,9,6.0,6.5,0.5,Never hotspot
R026_C078,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,0,1,5,1,1.5,3.0,1.5,Never hotspot
R026_C079,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,0,0,0,1,1,0.0,1.0,1.0,Never hotspot
R026_C080,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,5,9,6,7,5,7.0,6.0,-1.0,Never hotspot
R026_C081,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,7,6,14,10,10,6.5,10.0,3.5,Never hotspot
R026_C082,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,5,7,5,13,6,6.0,9.5,3.5,Never hotspot
R026_C083,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,12,8,5,17,7,10.0,12.0,2.0,Never hotspot
R026_C084,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,3,4,5,6,4,3.5,5.0,1.5,Never hotspot
R026_C085,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,19,25,22,23,26,22.0,24.5,2.5,Never hotspot
R026_C086,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,16,19,29,27,16,17.5,21.5,4.0,Never hotspot
R026_C087,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,6,11,13,13,6,8.5,9.5,1.0,Never hotspot
R026_C088,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,8,2,8,5,4,5.0,4.5,-0.5,Never hotspot
R026_C089,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,8,6,7,8,7,7.0,7.5,0.5,Never hotspot
R026_C090,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,8,12,11,14,6,10.0,10.0,0.0,Never hotspot
R026_C091,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,10,5,4,16,13,7.5,14.5,7.0,Never hotspot
R026_C092,1,1,1,1,1,5,1.0,1.0,Persistent hotspot,5,2,2,1.0,1.0,0.0,42,50,66,48,57,46.0,52.5,6.5,Persistent
R026_C093,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,25,27,25,22,25,26.0,23.5,-2.5,Never hotspot
R026_C094,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,15,20,27,25,24,17.5,24.5,7.0,Never hotspot
R026_C095,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,5,4,5,7,11,4.5,9.0,4.5,Never hotspot
R026_C096,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,6,5,4,4,4,5.5,4.0,-1.5,Never hotspot
R026_C097,0,0,0,0,0,0,0.0,0.0,Never hotspot,0,0,0,0.0,0.0,0.0,4,6,4,4,2,5.0,3.0,-2.0,Never hotspot
R026_C098,1,1,1,1,0,4,0.8,0.8,Persistent hotspot,4,2,1,1.0,0.5,-0.5,45,47,52,48,31,46.0,39.5,-6.5,Persistent
R026_C099,0,1,0,1,0,2,0.4,0.4,Repeated hotspot,1,1,1,0.5,0.5,0.0,30,35,27,37,23,32.5,30.0,-2.5,Intermittent
